Date,Price,Open,High,Low,Change %
21-Apr-20,1691.30,1691.13,1697.93,1661.20,-0.17%
20-Apr-20,1694.11,1692.25,1703.46,1671.49,0.56%
17-Apr-20,1684.69,1715.99,1719.12,1679.37,-1.96%
16-Apr-20,1718.40,1716.46,1739.17,1707.88,0.11%
15-Apr-20,1716.60,1728.80,1732.27,1707.71,-0.76%
14-Apr-20,1729.70,1712.34,1747.85,1708.55,0.90%
13-Apr-20,1714.32,1685.69,1723.88,1674.87,1.45%
10-Apr-20,1689.90,1676.00,1697.50,1676.00,0.35%
9-Apr-20,1684.07,1646.08,1691.17,1643.10,2.28%
8-Apr-20,1646.52,1647.59,1657.69,1641.94,-0.15%
7-Apr-20,1648.95,1663.03,1673.55,1641.89,-0.85%
6-Apr-20,1663.00,1597.50,1669.97,1597.50,2.75%
3-Apr-20,1618.45,1615.09,1626.07,1606.30,0.29%
2-Apr-20,1613.79,1590.52,1621.15,1579.04,1.18%
1-Apr-20,1595.05,1571.00,1603.41,1566.97,1.51%
31-Mar-20,1571.31,1618.49,1626.27,1566.23,-3.20%
30-Mar-20,1623.30,1622.00,1639.61,1608.72,-0.01%
27-Mar-20,1623.50,1632.38,1637.86,1612.22,-0.54%
26-Mar-20,1632.39,1617.25,1647.28,1595.84,1.15%
25-Mar-20,1613.79,1628.19,1643.05,1587.20,-0.51%
24-Mar-20,1622.03,1553.71,1638.72,1553.41,4.39%
23-Mar-20,1553.81,1508.15,1561.48,1485.10,3.71%
20-Mar-20,1498.24,1470.54,1516.25,1460.30,1.85%
19-Mar-20,1471.00,1485.90,1501.05,1464.18,-1.03%
18-Mar-20,1486.30,1527.70,1546.22,1472.86,-2.77%
17-Mar-20,1528.57,1512.45,1553.26,1465.81,0.92%
16-Mar-20,1514.61,1550.55,1573.49,1451.50,-0.99%
13-Mar-20,1529.70,1576.95,1597.72,1506.86,-3.00%
12-Mar-20,1577.08,1634.80,1650.47,1561.01,-3.54%
11-Mar-20,1635.03,1649.69,1671.13,1632.97,-0.87%
10-Mar-20,1649.36,1679.10,1680.53,1642.15,-1.84%
9-Mar-20,1680.20,1694.40,1702.96,1657.74,0.36%
6-Mar-20,1674.23,1670.58,1692.10,1648.12,0.22%
5-Mar-20,1670.61,1635.91,1674.69,1635.07,2.13%
4-Mar-20,1635.83,1639.76,1651.65,1632.06,-0.24%
3-Mar-20,1639.77,1590.77,1649.55,1587.86,3.08%
2-Mar-20,1590.73,1591.10,1611.03,1579.70,0.35%
28-Feb-20,1585.13,1642.15,1649.48,1565.86,-3.48%
27-Feb-20,1642.35,1640.55,1660.57,1635.65,0.15%
26-Feb-20,1639.96,1635.37,1655.09,1625.79,0.28%
25-Feb-20,1635.38,1660.72,1660.86,1629.10,-1.53%
24-Feb-20,1660.72,1659.05,1689.11,1652.37,1.04%
21-Feb-20,1643.70,1619.69,1649.15,1618.94,1.48%
20-Feb-20,1619.70,1611.71,1623.79,1603.98,0.50%
19-Feb-20,1611.64,1601.85,1613.04,1599.53,0.61%
18-Feb-20,1601.92,1583.44,1605.45,1583.09,1.32%
17-Feb-20,1581.10,1584.70,1584.81,1578.60,-0.23%
14-Feb-20,1584.70,1576.30,1585.05,1573.12,0.53%
13-Feb-20,1576.39,1565.62,1578.24,1565.53,0.69%
12-Feb-20,1565.63,1567.73,1570.59,1561.80,-0.13%
11-Feb-20,1567.71,1572.09,1574.17,1562.29,-0.29%
10-Feb-20,1572.30,1570.29,1577.23,1568.01,0.13%
7-Feb-20,1570.29,1566.86,1574.18,1562.39,0.22%
6-Feb-20,1566.85,1556.95,1568.55,1552.46,0.65%
5-Feb-20,1556.70,1552.56,1562.50,1547.40,0.27%
4-Feb-20,1552.56,1576.40,1579.57,1549.14,-1.52%
3-Feb-20,1576.45,1590.20,1591.84,1571.29,-0.86%
31-Jan-20,1590.20,1574.18,1590.21,1570.84,1.02%
30-Jan-20,1574.21,1577.09,1586.16,1572.65,-0.18%
29-Jan-20,1577.12,1566.19,1578.04,1563.21,0.69%
28-Jan-20,1566.24,1581.95,1583.27,1565.65,-0.99%
27-Jan-20,1581.94,1580.10,1586.81,1575.81,0.72%
24-Jan-20,1570.65,1563.30,1576.01,1556.42,0.47%
23-Jan-20,1563.32,1558.93,1568.17,1551.68,0.28%
22-Jan-20,1558.92,1558.03,1559.63,1550.08,0.06%
21-Jan-20,1558.02,1560.94,1568.75,1546.41,-0.23%
20-Jan-20,1561.58,1558.65,1563.00,1556.39,0.32%
17-Jan-20,1556.61,1552.90,1561.45,1549.36,0.25%
16-Jan-20,1552.79,1556.18,1558.19,1548.05,-0.22%
15-Jan-20,1556.19,1546.40,1558.44,1546.11,0.63%
14-Jan-20,1546.37,1548.31,1548.95,1536.12,-0.12%
13-Jan-20,1548.30,1562.29,1562.30,1546.77,-0.89%
10-Jan-20,1562.28,1552.40,1563.27,1545.52,0.64%
9-Jan-20,1552.37,1555.76,1561.67,1540.18,-0.22%
8-Jan-20,1555.81,1573.99,1611.15,1552.23,-1.15%
7-Jan-20,1573.99,1565.93,1577.53,1555.29,0.51%
6-Jan-20,1565.96,1561.15,1583.44,1560.90,0.92%
3-Jan-20,1551.65,1528.95,1553.70,1528.00,1.49%
2-Jan-20,1528.94,1517.24,1531.55,1517.22,0.77%
1-Jan-20,1517.30,1517.24,1517.48,1517.19,-0.01%
31-Dec-19,1517.40,1515.22,1525.45,1514.66,0.14%
30-Dec-19,1515.22,1511.80,1516.54,1510.43,0.30%
27-Dec-19,1510.67,1511.55,1515.47,1507.05,-0.06%
26-Dec-19,1511.55,1499.42,1512.77,1497.66,0.80%
25-Dec-19,1499.55,1499.55,1499.55,1499.55,0.00%
24-Dec-19,1499.56,1485.57,1500.77,1484.41,0.95%
23-Dec-19,1485.52,1478.20,1486.29,1477.51,0.50%
20-Dec-19,1478.20,1479.14,1481.26,1475.70,-0.06%
19-Dec-19,1479.15,1475.44,1481.97,1473.01,0.25%
18-Dec-19,1475.44,1476.45,1479.67,1470.32,-0.07%
17-Dec-19,1476.45,1476.25,1480.78,1474.23,0.01%
16-Dec-19,1476.25,1475.60,1480.03,1472.99,0.03%
13-Dec-19,1475.81,1469.47,1478.22,1462.48,0.43%
12-Dec-19,1469.43,1474.85,1486.95,1464.78,-0.37%
11-Dec-19,1474.85,1464.19,1479.04,1462.59,0.73%
10-Dec-19,1464.21,1461.93,1469.36,1459.80,0.15%
9-Dec-19,1461.99,1459.49,1465.80,1458.76,0.15%
6-Dec-19,1459.76,1475.70,1477.45,1458.61,-1.08%
5-Dec-19,1475.70,1474.34,1480.72,1472.90,0.09%
4-Dec-19,1474.35,1477.34,1484.55,1471.39,-0.20%
3-Dec-19,1477.34,1462.50,1482.22,1459.39,1.02%
2-Dec-19,1462.44,1467.03,1467.03,1453.91,-0.16%
29-Nov-19,1464.80,1455.90,1466.81,1452.93,0.44%
28-Nov-19,1458.34,1456.77,1458.57,1454.37,0.27%
27-Nov-19,1454.35,1461.65,1462.11,1452.45,-0.50%
26-Nov-19,1461.60,1454.98,1462.97,1450.63,0.46%
25-Nov-19,1454.97,1462.29,1462.41,1453.89,-0.50%
22-Nov-19,1462.29,1464.40,1473.30,1461.23,-0.14%
21-Nov-19,1464.40,1471.25,1475.98,1462.60,-0.47%
20-Nov-19,1471.25,1472.39,1479.15,1465.88,-0.08%
19-Nov-19,1472.38,1470.85,1475.72,1464.60,0.10%
18-Nov-19,1470.85,1467.66,1474.30,1456.26,0.24%
15-Nov-19,1467.37,1471.20,1471.49,1462.28,-0.26%
14-Nov-19,1471.20,1463.18,1474.62,1460.93,0.55%
13-Nov-19,1463.19,1457.19,1467.36,1455.96,0.41%
12-Nov-19,1457.19,1455.79,1460.55,1445.61,0.09%
11-Nov-19,1455.90,1458.96,1466.77,1448.28,-0.19%
8-Nov-19,1458.66,1468.01,1473.33,1456.28,-0.64%
7-Nov-19,1468.07,1490.44,1492.48,1461.24,-1.50%
6-Nov-19,1490.46,1484.10,1494.46,1482.45,0.43%
5-Nov-19,1484.10,1509.64,1510.10,1479.65,-1.69%
4-Nov-19,1509.63,1513.80,1514.97,1504.33,-0.29%
1-Nov-19,1513.95,1513.32,1515.81,1503.31,0.04%
31-Oct-19,1513.35,1496.40,1514.53,1493.72,1.20%
30-Oct-19,1495.40,1487.60,1496.91,1481.21,0.52%
29-Oct-19,1487.60,1492.69,1495.16,1483.72,-0.34%
28-Oct-19,1492.69,1504.34,1508.58,1489.86,-0.80%
25-Oct-19,1504.73,1504.75,1518.07,1500.56,0.07%
24-Oct-19,1503.65,1492.15,1504.27,1488.02,0.77%
23-Oct-19,1492.10,1488.35,1496.50,1487.62,0.27%
22-Oct-19,1488.05,1484.52,1489.29,1480.87,0.24%
21-Oct-19,1484.50,1492.02,1495.48,1481.91,-0.38%
18-Oct-19,1490.10,1492.17,1494.26,1484.82,-0.12%
17-Oct-19,1491.89,1490.55,1497.50,1483.45,0.14%
16-Oct-19,1489.77,1481.13,1491.65,1477.06,0.58%
15-Oct-19,1481.17,1493.20,1498.17,1477.53,-0.79%
14-Oct-19,1492.90,1488.90,1497.38,1482.82,0.20%
11-Oct-19,1489.85,1494.44,1503.45,1474.28,-0.30%
10-Oct-19,1494.30,1505.60,1517.08,1491.42,-0.76%
9-Oct-19,1505.70,1506.05,1511.60,1499.70,0.01%
8-Oct-19,1505.51,1493.55,1508.71,1487.45,0.80%
7-Oct-19,1493.60,1504.76,1509.64,1489.94,-0.73%
4-Oct-19,1504.60,1505.19,1511.17,1497.15,-0.03%
3-Oct-19,1505.00,1499.55,1518.81,1495.99,0.37%
2-Oct-19,1499.51,1479.19,1505.11,1474.42,1.39%
1-Oct-19,1478.98,1472.30,1487.37,1459.00,0.46%
30-Sep-19,1472.25,1497.07,1500.50,1464.42,-1.65%
27-Sep-19,1496.94,1506.00,1507.70,1487.04,-0.59%
26-Sep-19,1505.80,1503.94,1512.70,1501.97,0.11%
25-Sep-19,1504.15,1532.00,1535.42,1501.31,-1.84%
24-Sep-19,1532.30,1522.40,1535.85,1515.80,0.67%
23-Sep-19,1522.11,1516.66,1527.25,1511.50,0.33%
20-Sep-19,1517.15,1499.40,1517.24,1497.90,1.20%
19-Sep-19,1499.20,1494.00,1504.35,1488.90,0.35%
18-Sep-19,1493.90,1501.55,1511.32,1484.36,-0.61%
17-Sep-19,1503.10,1498.85,1507.48,1493.36,0.29%
16-Sep-19,1498.80,1503.34,1512.20,1495.75,0.68%
13-Sep-19,1488.70,1498.50,1509.25,1485.73,-0.68%
12-Sep-19,1498.95,1497.50,1523.96,1488.80,0.09%
11-Sep-19,1497.60,1486.45,1498.56,1485.00,0.75%
10-Sep-19,1486.40,1499.00,1501.45,1484.27,-0.84%
9-Sep-19,1498.95,1507.10,1515.55,1497.72,-0.53%
6-Sep-19,1506.95,1519.20,1527.90,1502.89,-0.82%
5-Sep-19,1519.35,1552.50,1553.38,1509.39,-2.14%
4-Sep-19,1552.60,1547.10,1557.38,1533.81,0.36%
3-Sep-19,1547.00,1529.60,1549.90,1521.51,1.07%
2-Sep-19,1530.59,1520.10,1533.81,1519.15,0.68%
30-Aug-19,1520.25,1527.60,1533.45,1517.43,-0.49%
29-Aug-19,1527.70,1539.20,1550.72,1519.50,-0.74%
28-Aug-19,1539.10,1541.80,1547.03,1531.55,-0.23%
27-Aug-19,1542.65,1526.30,1544.78,1524.85,1.07%
26-Aug-19,1526.35,1539.30,1555.13,1524.55,-0.03%
23-Aug-19,1526.85,1499.00,1530.11,1493.05,1.87%
22-Aug-19,1498.80,1502.20,1504.68,1491.85,-0.23%
21-Aug-19,1502.30,1507.70,1508.40,1496.15,-0.32%
20-Aug-19,1507.10,1495.60,1508.60,1492.85,0.79%
19-Aug-19,1495.30,1511.15,1513.00,1492.65,-1.24%
16-Aug-19,1514.15,1523.90,1527.75,1504.20,-0.59%
15-Aug-19,1523.20,1517.05,1527.00,1508.22,0.45%
14-Aug-19,1516.33,1501.38,1524.30,1494.34,1.00%
13-Aug-19,1501.39,1510.74,1534.75,1481.38,-0.66%
12-Aug-19,1511.41,1497.65,1517.95,1487.91,0.95%
9-Aug-19,1497.24,1501.20,1508.40,1494.69,-0.25%
8-Aug-19,1500.95,1501.50,1509.72,1490.08,-0.02%
7-Aug-19,1501.20,1474.25,1510.28,1472.28,1.83%
6-Aug-19,1474.27,1464.00,1475.04,1456.61,0.72%
5-Aug-19,1463.80,1440.65,1470.05,1437.03,1.60%
2-Aug-19,1440.70,1445.80,1448.23,1430.20,-0.32%
1-Aug-19,1445.31,1411.34,1445.98,1400.65,2.23%
31-Jul-19,1413.80,1431.05,1433.07,1411.42,-1.19%
30-Jul-19,1430.85,1426.84,1433.12,1422.12,0.27%
29-Jul-19,1426.94,1419.49,1428.46,1416.98,0.58%
26-Jul-19,1418.69,1414.40,1424.83,1413.72,0.29%
25-Jul-19,1414.53,1426.30,1433.84,1411.08,-0.80%
24-Jul-19,1425.90,1417.55,1429.55,1416.43,0.60%
23-Jul-19,1417.39,1425.15,1429.25,1414.29,-0.54%
22-Jul-19,1425.12,1425.15,1429.77,1422.34,-0.01%
19-Jul-19,1425.30,1446.40,1452.96,1420.40,-1.45%
18-Jul-19,1446.30,1426.80,1448.35,1414.68,1.37%
17-Jul-19,1426.80,1406.59,1427.00,1400.18,1.46%
16-Jul-19,1406.33,1415.05,1418.34,1401.23,-0.55%
15-Jul-19,1414.08,1415.75,1419.75,1407.69,-0.12%
12-Jul-19,1415.74,1403.90,1417.09,1403.12,0.84%
11-Jul-19,1404.00,1419.20,1426.21,1401.58,-1.06%
10-Jul-19,1419.00,1397.80,1419.21,1389.88,1.51%
9-Jul-19,1397.90,1395.60,1400.13,1386.35,0.17%
8-Jul-19,1395.50,1400.05,1408.03,1391.79,-0.32%
5-Jul-19,1399.95,1415.80,1424.24,1386.97,-1.11%
4-Jul-19,1415.65,1419.59,1422.02,1410.43,-0.23%
3-Jul-19,1418.94,1419.95,1436.29,1412.52,0.03%
2-Jul-19,1418.44,1383.55,1419.80,1383.55,2.47%
1-Jul-19,1384.31,1392.83,1397.69,1381.84,-1.79%
28-Jun-19,1409.50,1409.56,1424.67,1406.64,-0.01%
27-Jun-19,1409.68,1409.55,1411.94,1400.23,0.07%
26-Jun-19,1408.75,1423.90,1424.03,1402.37,-1.02%
25-Jun-19,1423.25,1419.17,1438.99,1412.30,0.26%
24-Jun-19,1419.55,1401.35,1421.20,1400.33,1.47%
21-Jun-19,1399.05,1388.22,1411.08,1382.44,0.78%
20-Jun-19,1388.18,1360.34,1393.30,1357.66,2.05%
19-Jun-19,1360.27,1346.55,1362.50,1341.19,1.02%
18-Jun-19,1346.48,1340.30,1354.68,1338.54,0.52%
17-Jun-19,1339.54,1342.05,1343.53,1332.83,-0.15%
14-Jun-19,1341.58,1341.70,1358.40,1337.88,-0.06%
13-Jun-19,1342.35,1334.00,1343.41,1332.22,0.66%
12-Jun-19,1333.55,1327.05,1338.58,1326.04,0.50%
11-Jun-19,1326.91,1328.40,1330.22,1319.74,-0.09%
10-Jun-19,1328.13,1335.94,1337.77,1324.90,-0.94%
7-Jun-19,1340.70,1335.45,1348.45,1330.08,0.39%
6-Jun-19,1335.55,1331.99,1340.09,1327.26,0.40%
5-Jun-19,1330.18,1325.50,1344.24,1324.53,0.37%
4-Jun-19,1325.28,1325.05,1329.41,1319.90,0.01%
3-Jun-19,1325.17,1307.40,1328.34,1306.62,1.50%
31-May-19,1305.65,1288.35,1307.11,1288.00,1.30%
30-May-19,1288.85,1279.74,1289.24,1274.82,0.72%
29-May-19,1279.60,1279.56,1285.79,1278.88,0.01%
28-May-19,1279.49,1285.55,1286.75,1276.01,-0.44%
27-May-19,1285.20,1285.80,1287.69,1283.68,0.02%
24-May-19,1284.90,1283.55,1285.59,1280.59,0.11%
23-May-19,1283.45,1273.80,1287.62,1272.61,0.77%
22-May-19,1273.61,1274.74,1277.59,1272.28,-0.11%
21-May-19,1274.97,1278.10,1278.16,1269.34,-0.22%
20-May-19,1277.74,1277.80,1279.32,1273.60,0.02%
17-May-19,1277.55,1286.50,1289.24,1274.91,-0.71%
16-May-19,1286.65,1296.90,1299.06,1284.06,-0.77%
15-May-19,1296.67,1297.17,1301.18,1292.85,-0.03%
14-May-19,1297.03,1300.24,1303.47,1293.52,-0.22%
13-May-19,1299.91,1286.71,1301.50,1281.77,1.08%
10-May-19,1286.00,1284.34,1289.60,1283.10,0.14%
9-May-19,1284.14,1280.74,1288.57,1279.43,0.25%
8-May-19,1280.93,1284.15,1291.73,1279.37,-0.33%
7-May-19,1285.15,1281.10,1286.37,1278.04,0.38%
6-May-19,1280.32,1281.19,1285.90,1276.85,0.09%
3-May-19,1279.19,1270.74,1282.84,1268.90,0.68%
2-May-19,1270.54,1276.94,1278.18,1266.18,-0.48%
1-May-19,1276.60,1283.59,1287.38,1273.16,-0.54%
30-Apr-19,1283.60,1279.98,1286.58,1279.69,0.30%
29-Apr-19,1279.80,1286.55,1287.00,1277.97,-0.50%
26-Apr-19,1286.25,1277.27,1289.01,1276.05,0.70%
25-Apr-19,1277.35,1275.60,1282.81,1273.35,0.16%
24-Apr-19,1275.36,1272.30,1278.79,1268.58,0.23%
23-Apr-19,1272.40,1275.40,1276.83,1266.25,-0.20%
22-Apr-19,1274.93,1275.83,1280.14,1273.66,-0.04%
18-Apr-19,1275.40,1273.49,1277.97,1271.07,0.10%
17-Apr-19,1274.14,1276.84,1280.01,1272.94,-0.19%
16-Apr-19,1276.57,1287.90,1288.85,1272.94,-0.88%
15-Apr-19,1287.89,1290.60,1292.08,1282.37,-0.19%
12-Apr-19,1290.40,1292.30,1296.10,1290.09,-0.17%
